ticker,industryEn,loanGrowth,depositGrowth,netInterestIncomeGrowth,netInterestMargin,costToIncome,netIncomeTOI,businessOperation,avgROE,avgROA,last5yearsNetProfitGrowth,last5yearsRevenueGrowth,last5yearsOperatingProfitGrowth,last5yearsEBITDAGrowth,last5yearsFCFFGrowth,lastYearGrossProfitMargin,lastYearOperatingProfitMargin,lastYearNetProfitMargin,TOIGrowth
TAW,Water,,,,,,,2.0,2,2,4,1,4,3,1,1,1,1,
TB8,Containers & Packaging,,,,,,,1.3,3,2,1,1,1,1,1,1,1,1,
TBC,Conventional Electricity,,,,,,,3.8,3,4,2,4,4,4,3,5,5,5,
TBD,Electronic Equipment,,,,,,,1.8,4,3,1,1,1,1,1,2,2,2,
TBH,Transportation Services,,,,,,,1.9,5,5,1,1,1,1,1,1,1,1,
TBR,Real Estate Holding & Development,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
TBT,Heavy Construction,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
TBX,Building Materials & Fixtures,,,,,,,1.2,1,1,1,1,1,1,1,3,1,1,
TC6,Coal,,,,,,,1.8,1,2,5,1,3,1,2,1,1,1,
TCB,Banks,4,3,5,5,5,5,4.7,5,5,5,,,,,,,,5
TCD,Heavy Construction,,,,,,,3.2,5,2,5,5,4,1,1,2,2,4,
TCH,Real Estate Holding & Development,,,,,,,2.9,2,2,2,3,4,5,5,2,3,2,
TCI,Investment Services,,,,,,,4.8,4,4,5,5,5,5,5,5,5,5,
TCJ,Farming & Fishing,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
TCK,Heavy Construction,,,,,,,1.2,1,1,1,1,1,1,1,2,2,1,
TCL,Trucking,,,,,,,2.5,4,4,2,2,2,2,2,2,2,2,
TCM,Clothing & Accessories,,,,,,,1.8,2,2,2,2,1,2,1,2,2,2,
TCO,Trucking,,,,,,,2.3,4,4,3,2,1,4,1,1,1,1,
TCR,Building Materials & Fixtures,,,,,,,1.2,1,2,1,1,1,1,1,2,1,1,
TCT,Travel & Tourism,,,,,,,2.0,1,2,1,1,1,1,1,4,4,5,
TCW,Transportation Services,,,,,,,2.8,5,4,2,2,2,1,2,3,3,3,
TDB,Conventional Electricity,,,,,,,2.3,5,5,2,2,2,2,1,1,1,1,
TDC,Real Estate Services,,,,,,,2.5,3,2,1,2,2,2,5,3,3,2,
TDF,Building Materials & Fixtures,,,,,,,2.3,3,3,2,2,2,1,1,3,3,3,
TDG,Gas Distribution,,,,,,,1.9,2,2,1,5,2,2,1,1,1,1,
TDH,Real Estate Holding & Development,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
TDM,Water,,,,,,,4.3,4,4,5,5,4,5,1,5,5,5,
TDN,Coal,,,,,,,2.1,3,2,4,2,3,2,1,1,1,1,
TDP,Containers & Packaging,,,,,,,2.9,3,2,5,5,5,1,1,2,2,2,
TDS,Steel,,,,,,,1.6,4,3,1,1,1,1,1,1,1,1,
TDT,Clothing & Accessories,,,,,,,2.9,2,2,5,5,3,3,1,3,2,2,
TDW,Water,,,,,,,3.4,4,3,4,3,5,3,5,4,1,2,
TED,Heavy Construction,,,,,,,1.8,4,2,1,1,1,1,1,3,2,2,
TEG,Real Estate Holding & Development,,,,,,,2.8,1,2,2,3,1,4,5,3,3,5,
TEL,Heavy Construction,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
TET,Clothing & Accessories,,,,,,,3.9,3,4,5,1,3,4,5,5,5,5,
TFC,Food Products,,,,,,,1.2,1,1,1,3,1,1,1,1,1,1,
TGG,Heavy Construction,,,,,,,3.4,5,4,5,5,5,5,1,1,1,1,
TGP,Electrical Components & Equipment,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
TH1,Food Retailers & Wholesalers,,,,,,,1.5,1,5,1,1,1,1,1,2,1,1,
THB,Brewers,,,,,,,1.5,1,2,1,4,1,1,1,2,1,1,
THD,Real Estate Holding & Development,,,,,,,2.0,5,4,1,1,1,1,1,1,1,3,
THG,Heavy Construction,,,,,,,2.7,5,3,2,2,3,3,1,3,3,2,
THI,Electronic Equipment,,,,,,,1.3,2,2,1,1,1,1,1,2,1,1,
THN,Water,,,,,,,3.4,3,3,5,2,5,5,1,4,3,3,
THP,Farming & Fishing,,,,,,,1.3,3,2,1,1,1,1,1,1,1,1,
THS,Broadline Retailers,,,,,,,1.7,2,2,1,2,3,3,1,1,1,1,
THT,Coal,,,,,,,2.5,3,2,3,3,5,5,1,1,1,1,
THU,Waste & Disposal Services,,,,,,,1.4,2,2,1,2,1,2,1,1,1,1,
THW,Water,,,,,,,1.7,2,2,2,1,3,3,1,1,1,1,
TID,Real Estate Holding & Development,,,,,,,1.9,2,2,4,1,2,3,1,1,1,2,
TIE,Electrical Components & Equipment,,,,,,,1.1,1,1,1,1,1,1,1,2,1,1,
TIG,Real Estate Holding & Development,,,,,,,4.0,3,3,5,5,5,5,4,2,3,5,
TIN,Asset Managers,1,1,1,5,2,1,1.7,2,2,1,,,,,,,,1
TIP,Real Estate Holding & Development,,,,,,,3.2,3,3,2,2,3,2,3,5,5,5,
TIS,Steel,,,,,,,1.7,2,2,1,2,1,1,5,1,1,1,
TIX,Real Estate Holding & Development,,,,,,,3.7,3,3,3,2,3,5,4,5,5,5,
TJC,Trucking,,,,,,,2.0,3,4,2,1,1,1,2,2,2,2,
TKA,Containers & Packaging,,,,,,,2.1,5,4,1,1,1,1,1,2,2,2,
TKC,Heavy Construction,,,,,,,1.5,1,2,1,1,3,3,1,1,1,1,
TKG,Steel,,,,,,,1.3,2,2,1,1,1,1,1,1,1,2,
TKU,Aluminum,,,,,,,2.5,4,3,2,2,1,2,5,2,2,2,
TL4,Heavy Construction,,,,,,,1.2,1,1,1,1,1,1,1,2,2,1,
TLD,Real Estate Holding & Development,,,,,,,2.8,1,2,5,5,5,5,1,1,1,2,
TLG,Nondurable Household Products,,,,,,,3.2,4,4,2,2,2,2,5,5,3,3,
TLH,Steel,,,,,,,2.4,5,4,1,2,1,2,2,2,2,2,
TLI,Clothing & Accessories,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
TLP,Gas Distribution,,,,,,,2.0,1,2,1,2,5,5,1,1,1,1,
TLT,Building Materials & Fixtures,,,,,,,1.7,3,2,1,2,1,1,1,2,2,2,
TMB,Coal,,,,,,,2.9,5,2,5,3,5,4,1,1,1,1,
TMC,Gas Distribution,,,,,,,1.2,2,2,1,1,1,1,1,1,1,1,
TMG,Steel,,,,,,,3.5,5,5,4,3,4,2,2,3,3,3,
TMP,Conventional Electricity,,,,,,,4.4,5,5,5,3,5,5,1,5,5,5,
TMS,Transportation Services,,,,,,,3.8,4,4,5,5,5,5,1,2,2,4,
TMT,Automobiles,,,,,,,1.5,2,2,1,1,1,1,1,2,2,2,
TMW,Forestry,,,,,,,2.3,1,2,5,1,5,2,1,2,1,3,
TMX,Building Materials & Fixtures,,,,,,,1.7,1,2,1,1,1,4,4,1,1,1,
TN1,Real Estate Holding & Development,,,,,,,2.2,4,3,1,1,1,1,1,4,3,3,
TNA,Steel,,,,,,,1.2,1,2,1,2,1,1,1,1,1,1,
TNB,Steel,,,,,,,2.5,2,2,2,2,5,5,5,1,1,1,
TNC,Commodity Chemicals,,,,,,,3.2,3,4,3,2,1,5,4,3,2,5,
TNG,Clothing & Accessories,,,,,,,3.3,4,3,5,5,4,4,1,2,2,2,
TNH,Health Care Providers,,,,,,,3.2,4,4,2,2,3,1,1,5,5,5,
TNI,Steel,,,,,,,1.6,1,1,1,5,1,1,1,1,2,2,
TNM,Heavy Construction,,,,,,,2.1,4,2,5,1,3,1,1,1,1,1,
TNP,Transportation Services,,,,,,,3.8,5,5,5,4,5,5,5,1,1,1,
TNS,Steel,,,,,,,1.8,5,3,1,2,1,1,1,1,1,1,
TNT,General Mining,,,,,,,3.3,1,2,5,5,5,5,5,1,2,2,
TNW,Water,,,,,,,2.1,1,2,2,2,2,1,1,5,3,2,
TOP,Broadline Retailers,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
TOS,Oil Equipment & Services,,,,,,,2.0,4,3,1,1,1,1,1,3,3,2,
TOT,Trucking,,,,,,,2.2,3,3,1,4,1,4,1,2,1,1,
TOW,Water,,,,,,,2.7,3,4,1,1,1,1,1,5,5,5,
TPB,Banks,5,5,5,4,5,4,4.7,5,4,5,,,,,,,,5
TPC,Commodity Chemicals,,,,,,,1.4,1,2,1,2,1,2,1,2,1,1,
TPH,Publishing,,,,,,,2.2,2,2,2,2,5,3,1,2,1,2,
TPP,Containers & Packaging,,,,,,,2.2,1,2,1,5,2,2,5,2,1,1,
TPS,Travel & Tourism,,,,,,,3.1,4,4,2,1,2,2,5,4,3,4,
TQN,Forestry,,,,,,,3.7,5,4,5,4,5,5,5,1,1,1,
TQW,Water,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
TR1,Travel & Tourism,,,,,,,1.2,2,2,1,1,1,1,1,1,1,1,
TRA,Pharmaceuticals,,,,,,,2.7,4,4,2,2,1,2,1,5,3,3,
TRC,Commodity Chemicals,,,,,,,2.4,2,2,2,2,3,4,1,2,2,4,
TRS,Marine Transportation,,,,,,,1.3,2,2,1,2,1,1,1,1,1,1,
TRT,Building Materials & Fixtures,,,,,,,2.6,1,1,5,3,5,5,1,2,2,1,
TS3,Heavy Construction,,,,,,,1.3,1,2,1,1,1,1,1,2,2,1,
TS4,Farming & Fishing,,,,,,,1.5,1,1,1,1,1,1,1,4,3,1,
TSB,Electrical Components & Equipment,,,,,,,1.7,2,2,1,1,1,1,5,2,1,1,
TSC,Specialty Chemicals,,,,,,,1.8,2,2,5,1,1,1,1,2,1,1,
TSD,Travel & Tourism,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
TSG,Transportation Services,,,,,,,2.3,4,3,2,2,2,2,2,2,1,2,
TSJ,Travel & Tourism,,,,,,,2.6,1,2,1,1,5,5,1,3,3,5,
TST,Computer Services,,,,,,,1.5,1,2,1,1,1,1,5,1,1,1,
TTA,Heavy Construction,,,,,,,2.3,2,2,1,1,1,1,1,5,5,5,
TTB,Building Materials & Fixtures,,,,,,,1.6,1,2,1,5,1,1,1,1,1,1,
TTC,Building Materials & Fixtures,,,,,,,1.7,3,3,1,1,1,1,1,2,2,2,
TTD,Health Care Providers,,,,,,,1.9,2,3,1,1,1,1,1,3,3,3,
TTE,Conventional Electricity,,,,,,,3.2,2,2,5,4,4,1,1,5,5,3,
TTF,Forestry,,,,,,,1.7,1,2,1,5,1,1,1,2,1,1,
TTG,Clothing & Accessories,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
TTH,Apparel Retailers,,,,,,,1.1,1,1,1,2,1,1,1,1,1,1,
TTL,Heavy Construction,,,,,,,1.5,1,2,1,1,1,1,5,1,1,1,
TTN,Fixed Line Telecommunications,,,,,,,3.6,2,3,4,4,4,5,5,3,3,3,
TTP,Containers & Packaging,,,,,,,1.1,1,1,1,2,1,1,1,1,1,1,
TTS,Steel,,,,,,,1.7,1,2,1,5,1,1,2,1,1,1,
TTT,Travel & Tourism,,,,,,,1.9,1,2,1,1,1,1,2,3,3,5,
TTZ,Building Materials & Fixtures,,,,,,,1.2,1,1,1,1,1,1,1,3,1,1,
TUG,Transportation Services,,,,,,,2.5,5,5,2,2,2,2,3,1,1,1,
TV1,Business Support Services,,,,,,,1.5,1,2,1,2,1,1,1,3,2,1,
TV2,Business Support Services,,,,,,,3.4,5,3,5,4,4,5,1,2,2,2,
TV3,Heavy Construction,,,,,,,2.5,4,3,2,2,2,3,1,4,2,2,
TV4,Business Support Services,,,,,,,3.2,4,4,2,3,2,4,4,4,2,3,
TV6,Specialty Retailers,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
TVA,Building Materials & Fixtures,,,,,,,1.3,2,3,1,1,1,1,1,1,1,1,
TVB,Investment Services,,,,,,,5.0,5,5,5,5,5,5,5,5,5,5,
TVC,Specialty Finance,,,,,,,4.5,5,4,5,5,5,5,5,5,5,1,
TVD,Coal,,,,,,,2.3,4,2,5,3,2,2,1,1,1,1,
TVG,Heavy Construction,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
TVH,Heavy Construction,,,,,,,2.3,5,3,1,2,3,5,1,1,1,1,
TVM,Business Support Services,,,,,,,1.3,1,2,1,1,1,1,1,2,1,2,
TVN,Steel,,,,,,,2.0,2,2,1,4,2,3,3,1,1,1,
TVP,Pharmaceuticals,,,,,,,4.2,5,5,5,4,4,4,5,4,3,2,
TVS,Investment Services,,,,,,,4.4,5,3,5,5,5,5,1,5,5,5,
TVT,Clothing & Accessories,,,,,,,1.8,3,3,1,1,1,1,2,2,2,2,
TVW,Water,,,,,,,2.8,2,2,5,3,5,3,1,3,2,2,
TW3,Pharmaceuticals,,,,,,,1.3,2,2,2,1,1,1,1,1,1,1,
TXM,Building Materials & Fixtures,,,,,,,1.6,1,2,1,1,1,1,5,2,1,1,
TYA,Electrical Components & Equipment,,,,,,,2.5,3,3,2,3,3,2,5,1,1,2,
UCT,Waste & Disposal Services,,,,,,,1.1,1,1,1,1,1,1,1,2,1,1,
UDC,Heavy Construction,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
UDJ,Heavy Construction,,,,,,,4.2,3,3,5,5,5,5,1,5,5,5,
UDL,Waste & Disposal Services,,,,,,,1.4,1,2,2,2,2,1,1,1,1,1,
UEM,Industrial Machinery,,,,,,,1.8,3,2,2,2,2,2,1,2,1,1,
UIC,Heavy Construction,,,,,,,2.0,4,4,2,2,1,2,1,1,1,1,
UMC,Heavy Construction,,,,,,,1.9,1,2,4,2,1,1,5,1,1,1,
UNI,Computer Services,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
UPC,Multiutilities,,,,,,,2.5,5,3,2,2,2,2,5,1,1,1,
UPH,Pharmaceuticals,,,,,,,1.2,1,1,1,2,1,1,1,2,1,1,
USC,Heavy Construction,,,,,,,1.3,1,2,1,2,2,1,1,1,1,1,
USD,Waste & Disposal Services,,,,,,,2.2,5,3,2,2,4,1,1,1,1,1,
V11,Real Estate Holding & Development,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
V12,Heavy Construction,,,,,,,1.2,2,2,1,1,1,1,1,1,1,1,
V15,Heavy Construction,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
V21,Real Estate Holding & Development,,,,,,,1.8,1,2,4,1,1,1,1,1,3,3,
VAB,Banks,3,4,3,1,2,5,3.2,3,2,5,,,,,,,,4
VAF,Specialty Chemicals,,,,,,,1.5,2,2,1,1,1,1,1,3,1,2,
VAT,Telecommunications Equipment,,,,,,,2.0,1,2,1,5,5,1,1,2,1,1,
VAV,Water,,,,,,,2.4,4,3,1,2,2,2,1,3,3,3,
VBB,Banks,3,4,5,2,1,3,3.2,2,2,5,,,,,,,,5
VBC,Containers & Packaging,,,,,,,2.2,5,3,2,2,2,2,1,1,1,2,
VBG,General Mining,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
VBH,Electrical Components & Equipment,,,,,,,1.5,2,3,1,1,1,1,1,3,1,1,
VC1,Heavy Construction,,,,,,,1.5,1,2,1,1,2,2,1,1,2,2,
VC2,Heavy Construction,,,,,,,2.5,3,2,4,1,1,4,1,3,3,3,
VC3,Real Estate Services,,,,,,,1.7,2,2,1,1,1,1,1,3,1,4,
VC5,Heavy Construction,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
VC6,Heavy Construction,,,,,,,1.8,2,2,2,2,2,4,1,1,1,1,
VC7,Heavy Construction,,,,,,,1.8,1,2,1,1,1,2,5,2,1,2,
VC9,Heavy Construction,,,,,,,2.1,1,1,1,1,1,1,1,5,5,5,
VCA,Steel,,,,,,,2.5,4,3,2,3,2,2,5,1,1,1,
VCB,Banks,4,3,4,3,4,5,4.1,5,4,5,,,,,,,,4
VCC,Heavy Construction,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
VCE,Heavy Construction,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
VCF,Soft Drinks,,,,,,,3.1,5,5,2,1,2,2,3,3,4,4,
VCG,Heavy Construction,,,,,,,1.7,2,2,1,1,1,2,1,2,2,3,
VCI,Investment Services,,,,,,,4.4,4,4,5,5,5,5,1,5,5,5,
VCM,Business Training & Employment Agencies,,,,,,,1.3,1,2,1,1,1,1,1,3,1,1,
VCP,Heavy Construction,,,,,,,3.4,1,2,1,5,5,5,1,5,5,5,
VCR,Real Estate Holding & Development,,,,,,,1.5,1,1,1,5,1,1,1,2,1,1,
VCS,Building Materials & Fixtures,,,,,,,4.6,5,5,5,4,5,4,5,4,4,5,
VCT,Business Support Services,,,,,,,1.2,1,1,1,1,1,1,1,2,2,1,
VCW,Water,,,,,,,3.1,4,3,2,2,2,2,1,5,5,5,
VCX,Building Materials & Fixtures,,,,,,,2.0,4,2,2,2,1,1,4,1,1,1,
VDB,Coal,,,,,,,1.6,5,2,1,1,1,1,1,1,1,1,
VDL,Distillers & Vintners,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
VDN,Clothing & Accessories,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
VDP,Pharmaceuticals,,,,,,,3.0,3,3,2,3,3,4,5,3,2,2,
VDS,Investment Services,,,,,,,4.0,2,2,5,5,5,5,5,4,3,4,
VDT,Steel,,,,,,,1.8,3,3,1,2,1,1,4,1,1,1,
VE1,Heavy Construction,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
VE2,Heavy Construction,,,,,,,1.5,2,2,1,3,1,1,1,1,1,1,
VE3,Heavy Construction,,,,,,,1.8,2,2,1,5,1,2,1,1,1,1,
VE4,Heavy Construction,,,,,,,1.5,2,2,1,3,1,2,1,1,1,1,
VE8,Heavy Construction,,,,,,,1.9,2,2,1,5,2,2,1,1,1,1,
VE9,Heavy Construction,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
VEA,Industrial Machinery,,,,,,,2.9,5,5,2,1,1,5,2,2,1,5,
VEC,Computer Hardware,,,,,,,1.2,1,1,1,1,1,1,1,3,1,1,
VEF,Media Agencies,,,,,,,2.2,3,2,5,1,1,1,1,1,1,5,
VES,Industrial Machinery,,,,,,,1.3,1,2,1,1,1,1,1,3,1,1,
VET,Specialty Chemicals,,,,,,,2.5,3,2,2,1,3,2,1,5,3,3,
VFC,Marine Transportation,,,,,,,2.7,2,2,5,2,5,3,1,2,3,2,
VFG,Specialty Chemicals,,,,,,,2.2,4,3,2,1,2,2,1,3,2,2,
VFR,Marine Transportation,,,,,,,1.6,1,2,1,1,1,3,1,1,1,4,
VFS,Investment Services,,,,,,,4.7,3,4,5,5,5,5,5,5,5,5,
VGC,Building Materials & Fixtures,,,,,,,3.1,4,3,4,2,3,5,1,3,3,3,
VGG,Clothing & Accessories,,,,,,,1.3,1,2,1,1,1,1,1,2,1,2,
VGI,Mobile Telecommunications,,,,,,,2.1,1,1,1,2,1,4,1,5,3,3,
VGL,Steel,,,,,,,2.3,4,4,1,2,2,2,2,2,2,2,
VGP,Transportation Services,,,,,,,2.4,2,2,4,5,1,5,1,1,1,1,
VGR,Transportation Services,,,,,,,4.0,4,5,5,4,5,1,1,4,5,5,
VGS,Steel,,,,,,,2.0,4,3,2,2,2,2,1,1,1,1,
VGT,Clothing & Accessories,,,,,,,2.7,2,2,4,2,5,5,1,2,2,2,
VGV,Real Estate Holding & Development,,,,,,,1.3,1,2,1,1,1,1,1,2,1,2,
VHC,Farming & Fishing,,,,,,,3.3,4,4,3,2,3,3,5,3,3,3,
VHD,Real Estate Holding & Development,,,,,,,2.3,1,2,3,5,4,3,1,1,1,1,
VHE,Pharmaceuticals,,,,,,,2.5,1,2,5,5,5,1,1,2,1,1,
VHF,Food Products,,,,,,,1.6,1,2,5,1,1,1,1,1,1,1,
VHG,Diversified Industrials,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
VHH,Heavy Construction,,,,,,,1.1,1,1,1,2,1,1,1,1,1,1,
VHL,Building Materials & Fixtures,,,,,,,1.6,2,2,1,1,1,1,4,2,1,1,
VHM,Real Estate Holding & Development,,,,,,,4.6,5,5,5,5,5,5,1,5,5,5,
VIB,Banks,5,5,5,4,4,5,4.8,5,5,5,,,,,,,,5
VIC,Real Estate Holding & Development,,,,,,,1.8,1,1,1,4,1,5,1,2,1,1,
VID,Paper,,,,,,,3.4,2,2,4,5,5,5,5,2,2,2,
VIE,Telecommunications Equipment,,,,,,,2.1,3,3,1,2,1,3,1,3,2,2,
VIF,Forestry,,,,,,,1.8,2,3,1,1,1,1,1,2,1,5,
VIG,Investment Services,,,,,,,1.5,1,1,1,2,1,1,1,5,1,1,
VIH,Building Materials & Fixtures,,,,,,,1.6,3,2,1,2,1,1,1,2,2,1,
VIM,General Mining,,,,,,,2.7,5,4,3,2,2,2,5,1,1,1,
VIN,Transportation Services,,,,,,,2.6,3,3,2,1,1,5,4,1,1,5,
VIP,Marine Transportation,,,,,,,1.3,1,2,1,2,1,2,1,1,1,1,
VIR,Hotels,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
VIT,Building Materials & Fixtures,,,,,,,1.8,3,2,1,2,1,2,1,2,2,2,
VIW,Heavy Construction,,,,,,,1.2,1,1,1,1,1,2,1,2,1,1,
VIX,Investment Services,,,,,,,5.0,5,5,5,5,5,5,5,5,5,5,
VJC,Airlines,,,,,,,1.5,1,2,1,1,1,1,5,1,1,1,
VKC,Tires,,,,,,,1.5,1,2,1,1,1,1,5,1,1,1,
VKP,Commodity Chemicals,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
VLA,Software,,,,,,,3.9,5,5,5,2,5,5,3,5,3,1,
VLB,Building Materials & Fixtures,,,,,,,2.6,5,5,2,1,1,2,2,3,3,1,
VLC,Farming & Fishing,,,,,,,2.0,2,2,1,2,2,2,1,4,2,2,
VLF,Food Products,,,,,,,1.6,1,1,1,1,1,1,1,1,4,5,
VLG,Trucking,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
VLP,Waste & Disposal Services,,,,,,,2.4,4,4,1,2,1,1,1,4,3,3,
VLW,Water,,,,,,,4.3,4,4,5,3,5,5,2,5,5,5,
VMA,Automobiles,,,,,,,1.7,2,2,2,1,2,4,1,1,1,1,
VMC,Heavy Construction,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
VMD,Pharmaceuticals,,,,,,,1.3,2,2,1,1,2,1,1,1,1,1,
VMG,Gas Distribution,,,,,,,1.3,1,2,1,3,1,1,1,1,1,1,
VMS,Transportation Services,,,,,,,1.9,2,2,5,1,1,1,1,2,1,2,
VNA,Marine Transportation,,,,,,,3.1,5,3,1,2,1,5,1,4,4,5,
VNB,Publishing,,,,,,,2.3,1,2,5,1,1,1,1,5,1,5,
VNC,Business Support Services,,,,,,,2.2,3,3,2,2,2,2,1,3,2,2,
VND,Investment Services,,,,,,,4.2,4,2,5,5,5,5,1,5,5,5,
VNE,Heavy Construction,,,,,,,1.7,1,2,1,5,1,2,1,1,1,1,
VNF,Trucking,,,,,,,3.2,3,3,3,5,5,5,5,1,1,1,
VNG,Hotels,,,,,,,1.3,1,2,1,1,1,1,1,3,1,1,
VNH,Farming & Fishing,,,,,,,1.5,3,3,1,1,1,1,1,1,1,1,
VNI,Real Estate Holding & Development,,,,,,,1.4,1,1,1,1,1,1,1,5,1,1,
VNL,Trucking,,,,,,,3.0,3,3,3,4,4,5,4,1,1,2,
VNM,Food Products,,,,,,,3.1,5,5,2,2,2,2,2,5,3,3,
VNP,Commodity Chemicals,,,,,,,3.4,5,5,5,2,1,5,4,1,1,4,
VNR,Reinsurance,,,,,,,3.1,3,2,1,3,1,5,2,5,5,5,
VNS,Travel & Tourism,,,,,,,1.4,1,1,1,1,1,1,1,3,2,2,
VNT,Trucking,,,,,,,1.8,1,2,1,5,3,2,1,1,1,1,
VNX,Media Agencies,,,,,,,1.4,1,2,1,1,1,1,4,1,1,1,
VNY,Specialty Chemicals,,,,,,,1.4,1,2,1,1,1,1,1,3,1,2,
VOC,Food Products,,,,,,,1.4,2,3,1,1,1,1,1,1,1,2,
VOS,Marine Transportation,,,,,,,3.3,5,5,1,2,1,5,1,4,4,5,
VPA,Marine Transportation,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
VPB,Banks,4,3,4,5,5,4,4.4,4,5,5,,,,,,,,5
VPC,Heavy Construction,,,,,,,1.7,1,1,1,4,1,5,1,1,1,1,
VPD,Conventional Electricity,,,,,,,3.7,3,3,5,2,2,2,5,5,5,5,
VPG,General Mining,,,,,,,4.2,5,5,5,5,5,5,5,2,2,2,
VPH,Real Estate Holding & Development,,,,,,,2.8,2,2,2,1,3,3,1,5,5,5,
VPI,Real Estate Holding & Development,,,,,,,3.8,3,2,5,5,5,5,1,4,4,4,
VPR,Publishing,,,,,,,1.8,3,3,1,1,1,1,5,1,1,1,
VPS,Specialty Chemicals,,,,,,,1.5,1,2,1,1,1,1,1,3,2,2,
VPW,Water,,,,,,,2.1,1,2,5,3,1,4,1,1,1,1,
VQC,Business Support Services,,,,,,,2.4,3,3,1,3,4,2,1,3,2,2,
VRC,Real Estate Holding & Development,,,,,,,1.8,1,2,1,1,1,1,1,5,1,5,
VRE,Real Estate Holding & Development,,,,,,,2.3,1,2,1,1,1,2,1,5,5,5,
VRG,Real Estate Holding & Development,,,,,,,2.4,1,2,1,5,1,1,1,5,2,5,
VSA,Trucking,,,,,,,2.4,3,3,1,3,5,4,1,1,1,2,
VSC,Transportation Services,,,,,,,3.3,3,4,2,3,2,2,5,4,4,4,
VSE,Transportation Services,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
VSF,Food Products,,,,,,,1.2,1,1,1,2,1,1,2,1,1,1,
VSG,Transportation Services,,,,,,,1.5,1,1,1,5,1,1,1,1,1,1,
VSH,Conventional Electricity,,,,,,,3.6,2,2,2,5,5,5,1,5,5,5,
VSI,Heavy Construction,,,,,,,2.6,4,3,3,2,2,2,2,3,3,2,
VSM,Transportation Services,,,,,,,2.7,5,4,2,4,2,2,2,1,2,2,
VSN,Food Products,,,,,,,2.2,3,3,2,2,2,1,3,3,1,2,
VST,Marine Transportation,,,,,,,1.4,1,1,1,1,1,1,1,3,3,1,
VTA,Building Materials & Fixtures,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
VTB,Electrical Components & Equipment,,,,,,,1.5,1,2,1,1,1,2,1,3,1,2,
VTC,Telecommunications Equipment,,,,,,,1.5,2,2,1,1,1,1,1,3,2,1,
VTD,Travel & Tourism,,,,,,,1.5,3,3,1,1,1,1,1,1,1,2,
VTE,Telecommunications Equipment,,,,,,,1.1,1,2,1,1,1,1,1,1,1,1,
VTG,Travel & Tourism,,,,,,,1.8,1,1,1,1,1,1,1,5,2,5,
VTH,Electrical Components & Equipment,,,,,,,1.4,1,2,1,2,2,2,1,1,1,1,
VTI,Clothing & Accessories,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
VTJ,Tobacco,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
VTK,Business Support Services,,,,,,,2.0,4,4,1,3,1,2,1,1,1,1,
VTL,Distillers & Vintners,,,,,,,1.7,1,1,1,3,1,2,5,1,1,1,
VTM,Travel & Tourism,,,,,,,1.5,3,2,2,1,1,1,1,1,1,1,
VTO,Marine Transportation,,,,,,,1.8,3,3,2,1,1,1,1,2,2,2,
VTP,Delivery Services,,,,,,,3.2,5,3,5,5,4,5,1,1,1,1,
VTQ,Commodity Chemicals,,,,,,,1.6,3,3,1,1,1,1,1,1,1,3,
VTR,Travel & Tourism,,,,,,,1.2,1,1,1,1,1,1,1,2,1,2,
VTS,Building Materials & Fixtures,,,,,,,1.0,1,1,1,1,1,1,1,1,1,1,
